Electoral district number,Electoral district name,Type of results,Surname,Middle name(s) ,Given name,Political affiliation,Appartenance politique,Votes obtained,% Votes obtained,Rejected ballots,Total number of ballots cast
35075,Ottawa Centre,preliminary,Sevilla,,Merylee,People's Party,Parti populaire,706,.9,0,75448
35075,Ottawa Centre,preliminary,Taman,,Emilie,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,22049,29.2,0,75448
35075,Ottawa Centre,preliminary,Vo,,Giang Ha Thu,Independent,Indépendant(e),62,.1,0,75448
35075,Ottawa Centre,validated,Bertrand,,Shelby,Animal Protection Party,Parti Protection Animaux,207,.3,482,79384
35075,Ottawa Centre,validated,Clemenhagen,,Carol,Conservative,Conservateur,9920,12.6,482,79384
35075,Ottawa Centre,validated,Corcoran,,Coreen,Libertarian,Libertarien,360,.5,482,79384
35075,Ottawa Centre,validated,Jones,,Chris G,Independent,Indépendant(e),177,.2,482,79384
35075,Ottawa Centre,validated,Keller-Herzog,,Angela,Green Party,Parti Vert,5837,7.4,482,79384
35075,Ottawa Centre,validated,Leriche,,Marie-Chantal,Christian Heritage Party,Parti de l'Héritage Chrétien,198,.3,482,79384
35075,Ottawa Centre,validated,McKenna,,Catherine,Liberal,Libéral,38391,48.7,482,79384
35075,Ottawa Centre,validated,Ryan,,Stuart,Communist,Communiste,111,.1,482,79384
35075,Ottawa Centre,validated,Sevilla,,Merylee,People's Party,Parti populaire,720,.9,482,79384
35075,Ottawa Centre,validated,Taman,,Emilie,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,22916,29,482,79384
35075,Ottawa Centre,validated,Vo,,Giang Ha Thu,Independent,Indépendant(e),65,.1,482,79384
35076,Orléans,preliminary,Bertschi,,David,Conservative,Conservateur,22697,28.3,0,80198
35076,Orléans,preliminary,Lalonde,,Marie-France,Liberal,Libéral,43533,54.3,0,80198
35076,Orléans,preliminary,Petersen,,Michelle,Green Party,Parti Vert,3727,4.6,0,80198
35076,Orléans,preliminary,Saint-Fleur,,Roger,People's Party,Parti populaire,964,1.2,0,80198
35076,Orléans,preliminary,Wiens,,Jacqui,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,9277,11.6,0,80198
35076,Orléans,validated,Bertschi,,David,Conservative,Conservateur,22984,28.2,585,81995
35076,Orléans,validated,Lalonde,,Marie-France,Liberal,Libéral,44183,54.3,585,81995
35076,Orléans,validated,Petersen,,Michelle,Green Party,Parti Vert,3829,4.7,585,81995
35076,Orléans,validated,Saint-Fleur,,Roger,People's Party,Parti populaire,986,1.2,585,81995
35076,Orléans,validated,Wiens,,Jacqui,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,9428,11.6,585,81995
35077,Ottawa South,preliminary,Bolaños,,Rodrigo André,People's Party,Parti populaire,701,1.1,0,63752
35077,Ottawa South,preliminary,Bouragba,,Ahmed,Independent,Indépendant(e),149,.2,0,63752
35077,Ottawa South,preliminary,Gay,,Morgan,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,10130,15.9,0,63752
35077,Ottawa South,preliminary,Laith,,Sarmad,Independent,Indépendant(e),84,.1,0,63752
35077,Ottawa South,preliminary,McGuinty,,David,Liberal,Libéral,33433,52.4,0,63752
35077,Ottawa South,preliminary,Schram,,Les,Green Party,Parti Vert,3454,5.4,0,63752
35077,Ottawa South,preliminary,Tannis,,Eli,Conservative,Conservateur,15707,24.6,0,63752
35077,Ottawa South,preliminary,Wasslen,,Larry,Communist,Communiste,94,.1,0,63752
35077,Ottawa South,validated,Bolaños,,Rodrigo André,People's Party,Parti populaire,717,1.1,574,65950
35077,Ottawa South,validated,Bouragba,,Ahmed,Independent,Indépendant(e),141,.2,574,65950
35077,Ottawa South,validated,Gay,,Morgan,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,10457,16,574,65950
35077,Ottawa South,validated,Laith,,Sarmad,Independent,Indépendant(e),87,.1,574,65950
35077,Ottawa South,validated,McGuinty,,David,Liberal,Libéral,34205,52.3,574,65950
35077,Ottawa South,validated,Schram,,Les,Green Party,Parti Vert,3645,5.6,574,65950
35077,Ottawa South,validated,Tannis,,Eli,Conservative,Conservateur,16025,24.5,574,65950
35077,Ottawa South,validated,Wasslen,,Larry,Communist,Communiste,99,.2,574,65950
35078,Ottawa--Vanier,preliminary,Altman,,Joel,Independent,Indépendant(e),239,.4,0,62185
35078,Ottawa--Vanier,preliminary,Bernard,,Joel E.,Conservative,Conservateur,10766,17.3,0,62185
35078,Ottawa--Vanier,preliminary,Durst,,Paul,People's Party,Parti populaire,1186,1.9,0,62185
35078,Ottawa--Vanier,preliminary,Fortier,,Mona,Liberal,Libéral,31487,50.6,0,62185
35078,Ottawa--Vanier,preliminary,Legeais,,Christian,ML,ML,367,.6,0,62185
35078,Ottawa--Vanier,preliminary,McHugh,,Daniel James,Independent,Indépendant(e),94,.2,0,62185
35078,Ottawa--Vanier,preliminary,Mercier,,Stéphanie,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,13034,21,0,62185
35078,Ottawa--Vanier,preliminary,Miller,,Derek,Parti Rhinocéros Party,Parti Rhinocéros Party,339,.5,0,62185
35078,Ottawa--Vanier,preliminary,Ngabirano,,Oriana,Green Party,Parti Vert,4522,7.3,0,62185
35078,Ottawa--Vanier,preliminary,Paquette,,Michelle,Communist,Communiste,151,.2,0,62185
35078,Ottawa--Vanier,validated,Altman,,Joel,Independent,Indépendant(e),211,.3,699,64580
35078,Ottawa--Vanier,validated,Bernard,,Joel E.,Conservative,Conservateur,11118,17.4,699,64580
35078,Ottawa--Vanier,validated,Durst,,Paul,People's Party,Parti populaire,1064,1.7,699,64580
35078,Ottawa--Vanier,validated,Fortier,,Mona,Liberal,Libéral,32679,51.2,699,64580
35078,Ottawa--Vanier,validated,Legeais,,Christian,ML,ML,59,.1,699,64580
35078,Ottawa--Vanier,validated,McHugh,,Daniel James,Independent,Indépendant(e),94,.1,699,64580
35078,Ottawa--Vanier,validated,Mercier,,Stéphanie,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,13516,21.2,699,64580
35078,Ottawa--Vanier,validated,Miller,,Derek,Parti Rhinocéros Party,Parti Rhinocéros Party,229,.4,699,64580
35078,Ottawa--Vanier,validated,Ngabirano,,Oriana,Green Party,Parti Vert,4796,7.5,699,64580
35078,Ottawa--Vanier,validated,Paquette,,Michelle,Communist,Communiste,115,.2,699,64580
35079,Ottawa West--Nepean,preliminary,Abdi,,Abdul,Conservative,Conservateur,16491,27.2,0,60699
35079,Ottawa West--Nepean,preliminary,Cama,,Vincent,Communist,Communiste,99,.2,0,60699
35079,Ottawa West--Nepean,preliminary,Guevorkian,,Serge,People's Party,Parti populaire,820,1.4,0,60699
35079,Ottawa West--Nepean,preliminary,Lin,,Nick,ML,ML,46,.1,0,60699
35079,Ottawa West--Nepean,preliminary,MacEwen,,Angella,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,11401,18.8,0,60699
35079,Ottawa West--Nepean,preliminary,Moore,,Butch,No Affiliation,Aucune appartenance,70,.1,0,60699
35079,Ottawa West--Nepean,preliminary,Mulligan,,Sean,Christian Heritage Party,Parti de l'Héritage Chrétien,350,.6,0,60699
35079,Ottawa West--Nepean,preliminary,Stibbe,,David,Green Party,Parti Vert,3823,6.3,0,60699
35079,Ottawa West--Nepean,preliminary,Vandenbeld,,Anita,Liberal,Libéral,27599,45.5,0,60699
35079,Ottawa West--Nepean,validated,Abdi,,Abdul,Conservative,Conservateur,16876,27.1,602,62808
35079,Ottawa West--Nepean,validated,Cama,,Vincent,Communist,Communiste,103,.2,602,62808
35079,Ottawa West--Nepean,validated,Guevorkian,,Serge,People's Party,Parti populaire,839,1.3,602,62808
35079,Ottawa West--Nepean,validated,Lin,,Nick,ML,ML,48,.1,602,62808
35079,Ottawa West--Nepean,validated,MacEwen,,Angella,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,11646,18.7,602,62808
35079,Ottawa West--Nepean,validated,Moore,,Butch,No Affiliation,Aucune appartenance,71,.1,602,62808
35079,Ottawa West--Nepean,validated,Mulligan,,Sean,Christian Heritage Party,Parti de l'Héritage Chrétien,351,.6,602,62808
35079,Ottawa West--Nepean,validated,Stibbe,,David,Green Party,Parti Vert,3894,6.3,602,62808
35079,Ottawa West--Nepean,validated,Vandenbeld,,Anita,Liberal,Libéral,28378,45.6,602,62808
35080,Oxford,preliminary,Aldred,,Melody,Christian Heritage Party,Parti de l'Héritage Chrétien,983,1.6,0,60469
35080,Oxford,preliminary,Birtch-Carriere,,Lisa,Green Party,Parti Vert,4699,7.8,0,60469
35080,Oxford,preliminary,Chambers,,Matthew,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,12188,20.2,0,60469
35080,Oxford,preliminary,Knight,,Brendan,Liberal,Libéral,11621,19.2,0,60469
35080,Oxford,preliminary,MacKenzie,,Dave,Conservative,Conservateur,29209,48.3,0,60469
35080,Oxford,preliminary,Martin,,Wendy,People's Party,Parti populaire,1769,2.9,0,60469
35080,Oxford,validated,Aldred,,Melody,Christian Heritage Party,Parti de l'Héritage Chrétien,986,1.6,528,61419
35080,Oxford,validated,Birtch-Carriere,,Lisa,Green Party,Parti Vert,4770,7.8,528,61419
35080,Oxford,validated,Chambers,,Matthew,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,12306,20.2,528,61419
35080,Oxford,validated,Knight,,Brendan,Liberal,Libéral,11745,19.3,528,61419
35080,Oxford,validated,MacKenzie,,Dave,Conservative,Conservateur,29310,48.1,528,61419
35080,Oxford,validated,Martin,,Wendy,People's Party,Parti populaire,1774,2.9,528,61419
35081,Parkdale--High Park,preliminary,Capra,,Nick,Green Party,Parti Vert,3898,6.5,0,59952
35081,Parkdale--High Park,preliminary,Gershuny,,Lorne,ML,ML,43,.1,0,59952
35081,Parkdale--High Park,preliminary,Pabani,,Alykhan,Communist,Communiste,120,.2,0,59952
35081,Parkdale--High Park,preliminary,Parker,,Terry,Radical Marijuana,Radical Marijuana,118,.2,0,59952
35081,Parkdale--High Park,preliminary,Pham,,Adam,Conservative,Conservateur,7960,13.3,0,59952
35081,Parkdale--High Park,preliminary,Taylor,,Paul,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,18777,31.3,0,59952
35081,Parkdale--High Park,preliminary,Virani,,Arif,Liberal,Libéral,28408,47.4,0,59952
35081,Parkdale--High Park,preliminary,Wycliffe,,Greg,People's Party,Parti populaire,628,1,0,59952
35081,Parkdale--High Park,validated,Capra,,Nick,Green Party,Parti Vert,3916,6.4,382,61269
35081,Parkdale--High Park,validated,Gershuny,,Lorne,ML,ML,43,.1,382,61269
35081,Parkdale--High Park,validated,Pabani,,Alykhan,Communist,Communiste,119,.2,382,61269
35081,Parkdale--High Park,validated,Parker,,Terry,Radical Marijuana,Radical Marijuana,119,.2,382,61269
35081,Parkdale--High Park,validated,Pham,,Adam,Conservative,Conservateur,8015,13.2,382,61269
35081,Parkdale--High Park,validated,Taylor,,Paul,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,19180,31.5,382,61269
35081,Parkdale--High Park,validated,Virani,,Arif,Liberal,Libéral,28852,47.4,382,61269
35081,Parkdale--High Park,validated,Wycliffe,,Greg,People's Party,Parti populaire,643,1.1,382,61269
35082,Parry Sound--Muskoka,preliminary,Aitchison,,Scott,Conservative,Conservateur,22676,41.9,0,54080
35082,Parry Sound--Muskoka,preliminary,Cowie,,Trisha,Liberal,Libéral,16418,30.4,0,54080
35082,Parry Sound--Muskoka,preliminary,Miller,,Gord,Green Party,Parti Vert,8274,15.3,0,54080
35082,Parry Sound--Muskoka,preliminary,Predie Jr,,Daniel,Independent,Indépendant(e),376,.7,0,54080
35082,Parry Sound--Muskoka,preliminary,Young,,Tom,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,6336,11.7,0,54080
35082,Parry Sound--Muskoka,validated,Aitchison,,Scott,Conservative,Conservateur,22845,41.8,392,55055
35082,Parry Sound--Muskoka,validated,Cowie,,Trisha,Liberal,Libéral,16615,30.4,392,55055
35082,Parry Sound--Muskoka,validated,Miller,,Gord,Green Party,Parti Vert,8409,15.4,392,55055
35082,Parry Sound--Muskoka,validated,Predie Jr,,Daniel,Independent,Indépendant(e),377,.7,392,55055
35082,Parry Sound--Muskoka,validated,Young,,Tom,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,6417,11.7,392,55055
35083,Perth--Wellington,preliminary,DeVries,,Irma,Christian Heritage Party,Parti de l'Héritage Chrétien,733,1.3,0,54921
35083,Perth--Wellington,preliminary,Fuhr,,Roger,People's Party,Parti populaire,894,1.6,0,54921
35083,Perth--Wellington,preliminary,Krauter,,Geoff,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,8081,14.7,0,54921
35083,Perth--Wellington,preliminary,Mitchell,,Pirie,Liberal,Libéral,14827,27,0,54921
35083,Perth--Wellington,preliminary,Nater,,John,Conservative,Conservateur,25504,46.4,0,54921
35083,Perth--Wellington,preliminary,Simmons,,Collan,Green Party,Parti Vert,4882,8.9,0,54921
35083,Perth--Wellington,validated,DeVries,,Irma,Christian Heritage Party,Parti de l'Héritage Chrétien,733,1.3,381,55675
35083,Perth--Wellington,validated,Fuhr,,Roger,People's Party,Parti populaire,894,1.6,381,55675
35083,Perth--Wellington,validated,Krauter,,Geoff,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,8094,14.6,381,55675
35083,Perth--Wellington,validated,Mitchell,,Pirie,Liberal,Libéral,15002,27.1,381,55675
35083,Perth--Wellington,validated,Nater,,John,Conservative,Conservateur,25622,46.3,381,55675
35083,Perth--Wellington,validated,Simmons,,Collan,Green Party,Parti Vert,4949,9,381,55675
35084,Peterborough--Kawartha,preliminary,Bowers,,Robert M,Independent,Indépendant(e),176,.3,0,68854
35084,Peterborough--Kawartha,preliminary,MacGregor,,Andrew,Green Party,Parti Vert,4857,7.1,0,68854
35084,Peterborough--Kawartha,preliminary,Monsef,,Maryam,Liberal,Libéral,26979,39.2,0,68854
35084,Peterborough--Kawartha,preliminary,Murphy,,Alexander,People's Party,Parti populaire,876,1.3,0,68854
35084,Peterborough--Kawartha,preliminary,Ranney,,Ken,Stop Climate Change,Arrêtonslechangementclimatique,172,.2,0,68854
35084,Peterborough--Kawartha,preliminary,Shaw,,Candace,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,11698,17,0,68854
35084,Peterborough--Kawartha,preliminary,Skinner,,Michael,Conservative,Conservateur,24096,35,0,68854
35084,Peterborough--Kawartha,validated,Bowers,,Robert M,Independent,Indépendant(e),180,.3,448,70249
35084,Peterborough--Kawartha,validated,MacGregor,,Andrew,Green Party,Parti Vert,4930,7.1,448,70249
35084,Peterborough--Kawartha,validated,Monsef,,Maryam,Liberal,Libéral,27400,39.3,448,70249
35084,Peterborough--Kawartha,validated,Murphy,,Alexander,People's Party,Parti populaire,890,1.3,448,70249
35084,Peterborough--Kawartha,validated,Ranney,,Ken,Stop Climate Change,Arrêtonslechangementclimatique,172,.2,448,70249
35084,Peterborough--Kawartha,validated,Shaw,,Candace,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,11872,17,448,70249
35084,Peterborough--Kawartha,validated,Skinner,,Michael,Conservative,Conservateur,24357,34.9,448,70249
35085,Pickering--Uxbridge,preliminary,Chisu,,Corneliu,People's Party,Parti populaire,1239,2,0,62751
35085,Pickering--Uxbridge,preliminary,Forint,,Peter,Green Party,Parti Vert,3711,5.9,0,62751
35085,Pickering--Uxbridge,preliminary,Higdon,,Eileen,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,7462,11.9,0,62751
35085,Pickering--Uxbridge,preliminary,Musarat,,Cyma,Conservative,Conservateur,18320,29.2,0,62751
35085,Pickering--Uxbridge,preliminary,O'Connell,,Jennifer,Liberal,Libéral,32019,51,0,62751
35085,Pickering--Uxbridge,validated,Chisu,,Corneliu,People's Party,Parti populaire,1265,2,407,63902
35085,Pickering--Uxbridge,validated,Forint,,Peter,Green Party,Parti Vert,3799,6,407,63902
35085,Pickering--Uxbridge,validated,Higdon,,Eileen,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,7582,11.9,407,63902
35085,Pickering--Uxbridge,validated,Musarat,,Cyma,Conservative,Conservateur,18462,29.1,407,63902
35085,Pickering--Uxbridge,validated,O'Connell,,Jennifer,Liberal,Libéral,32387,51,407,63902
35086,Renfrew--Nipissing--Pembroke,preliminary,Ainsworth,,David,People's Party,Parti populaire,1402,2.4,0,57506
35086,Renfrew--Nipissing--Pembroke,preliminary,Cherrin,,Robert,VCP,CAC,317,.6,0,57506
35086,Renfrew--Nipissing--Pembroke,preliminary,Criger,,Dan,Independent,Indépendant(e),1111,1.9,0,57506
35086,Renfrew--Nipissing--Pembroke,preliminary,Davis,,Jonathan,Independent,Indépendant(e),198,.3,0,57506
35086,Renfrew--Nipissing--Pembroke,preliminary,Gallant,,Cheryl,Conservative,Conservateur,30287,52.7,0,57506
35086,Renfrew--Nipissing--Pembroke,preliminary,Jones-Whyte,,Eileen,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,8587,14.9,0,57506
35086,Renfrew--Nipissing--Pembroke,preliminary,Klietsch,,Stefan,Libertarian,Libertarien,255,.4,0,57506
35086,Renfrew--Nipissing--Pembroke,preliminary,Kumar,,Dheerendra,Independent,Indépendant(e),915,1.6,0,57506
35086,Renfrew--Nipissing--Pembroke,preliminary,Marini,,Ruben,Liberal,Libéral,11326,19.7,0,57506
35086,Renfrew--Nipissing--Pembroke,preliminary,Pineau,,Ian,Green Party,Parti Vert,3108,5.4,0,57506
35086,Renfrew--Nipissing--Pembroke,validated,Ainsworth,,David,People's Party,Parti populaire,1463,2.5,471,59428
35086,Renfrew--Nipissing--Pembroke,validated,Cherrin,,Robert,VCP,CAC,358,.6,471,59428
35086,Renfrew--Nipissing--Pembroke,validated,Criger,,Dan,Independent,Indépendant(e),1125,1.9,471,59428
35086,Renfrew--Nipissing--Pembroke,validated,Davis,,Jonathan,Independent,Indépendant(e),200,.3,471,59428
35086,Renfrew--Nipissing--Pembroke,validated,Gallant,,Cheryl,Conservative,Conservateur,31080,52.7,471,59428
35086,Renfrew--Nipissing--Pembroke,validated,Jones-Whyte,,Eileen,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,8786,14.9,471,59428
35086,Renfrew--Nipissing--Pembroke,validated,Klietsch,,Stefan,Libertarian,Libertarien,266,.5,471,59428
35086,Renfrew--Nipissing--Pembroke,validated,Kumar,,Dheerendra,Independent,Indépendant(e),917,1.6,471,59428
35086,Renfrew--Nipissing--Pembroke,validated,Marini,,Ruben,Liberal,Libéral,11532,19.6,471,59428
35086,Renfrew--Nipissing--Pembroke,validated,Pineau,,Ian,Green Party,Parti Vert,3230,5.5,471,59428
35087,Richmond Hill,preliminary,DeVita,,Adam,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,4425,8.8,0,50249
35087,Richmond Hill,preliminary,Jowhari,,Majid,Liberal,Libéral,21804,43.4,0,50249
35087,Richmond Hill,preliminary,Kohli,,Ichha,Green Party,Parti Vert,1695,3.4,0,50249
35087,Richmond Hill,preliminary,Menegakis,,Costas,Conservative,Conservateur,21692,43.2,0,50249
35087,Richmond Hill,preliminary,Tvorogov,,Igor,People's Party,Parti populaire,507,1,0,50249
35087,Richmond Hill,preliminary,Wevers,,Otto,Parti Rhinocéros Party,Parti Rhinocéros Party,126,.3,0,50249
35087,Richmond Hill,validated,DeVita,,Adam,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,4425,8.8,584,50733
35087,Richmond Hill,validated,Jowhari,,Majid,Liberal,Libéral,21804,43.5,584,50733
35087,Richmond Hill,validated,Kohli,,Ichha,Green Party,Parti Vert,1695,3.4,584,50733
35087,Richmond Hill,validated,Menegakis,,Costas,Conservative,Conservateur,21592,43.1,584,50733
35087,Richmond Hill,validated,Tvorogov,,Igor,People's Party,Parti populaire,507,1,584,50733
35087,Richmond Hill,validated,Wevers,,Otto,Parti Rhinocéros Party,Parti Rhinocéros Party,126,.3,584,50733
35088,Carleton,preliminary,Hua,,Kevin,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,6289,9.3,0,67935
35088,Carleton,preliminary,Kubanek,,Gordon,Green Party,Parti Vert,3302,4.9,0,67935
35088,Carleton,preliminary,Musende,,Alain,People's Party,Parti populaire,773,1.1,0,67935
35088,Carleton,preliminary,Poilievre,,Pierre,Conservative,Conservateur,31637,46.6,0,67935
35088,Carleton,preliminary,Rodgers,,Chris,Liberal,Libéral,25934,38.2,0,67935
35088,Carleton,validated,Hua,,Kevin,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,6479,9.3,408,69767
